1,1,389,806,0,0,0,0
1,2,317,879,0,0,0,0
1,3,291,875,0,0,0,0
1,4,258,914,0,0,0,0
1,5,335,980,0,0,0,0
1,6,248,934,0,0,0,0
1,7,315,840,0,0,0,0
1,8,366,833,0,0,0,0
1,9,322,863,0,0,0,0
1,10,305,912,0,0,0,0
1,11,236,928,0,0,0,0
1,12,295,888,0,0,0,0
1,13,394,833,0,0,0,0
1,14,345,851,0,0,0,0
1,15,344,853,0,0,0,0
1,16,300,1284,0,0,0,0
1,17,285,922,0,0,0,0
1,18,330,846,0,0,0,0
1,19,319,945,0,0,0,0
1,20,364,815,0,0,0,0
1,21,349,871,0,0,0,0
1,22,303,871,0,0,0,0
1,23,293,850,0,0,0,0
1,24,380,829,0,0,0,0
1,25,301,836,0,0,0,0
1,26,371,942,0,0,0,0
1,27,387,915,0,0,0,0
1,28,278,902,0,0,0,0
1,29,367,877,0,0,0,0
1,30,333,899,0,0,0,0
1,31,395,903,0,0,0,0
1,32,333,823,0,0,0,0
1,33,373,929,0,0,0,0
1,34,344,835,0,0,0,0
1,35,418,877,0,0,0,0
1,36,315,899,0,0,0,0
1,37,322,918,0,0,0,0
1,38,368,971,0,0,0,0
1,39,380,807,0,0,0,0
1,40,309,930,0,0,0,0
1,41,394,932,0,0,0,0
1,42,411,900,0,0,0,0
1,43,407,831,0,0,0,0
1,44,392,860,0,0,0,0
1,45,373,848,0,0,0,0
1,46,316,894,0,0,0,0
1,47,291,867,0,0,0,0
1,48,416,887,0,0,0,0
1,49,263,936,0,0,0,0
1,50,418,914,0,0,0,0
1,51,286,912,0,0,0,0
1,52,406,834,0,0,0,0
1,53,313,966,0,0,0,0
1,54,358,844,0,0,0,0
1,55,390,849,0,0,0,0
1,56,405,836,0,0,0,0
1,57,304,896,0,0,0,0
1,58,355,955,0,0,0,0
1,59,385,960,0,0,0,0
1,60,412,836,0,0,0,0
1,61,407,854,0,0,0,0
1,62,406,919,0,0,0,0
1,63,306,853,0,0,0,0
2,1,386.3,801.5,389,806,-22.488,-37.48
2,2,317,876.3,317,879,0,-22.488
2,3,291.9,883.1,291,875,7.496,67.464
2,4,254.4,914,258,914,-29.984,0
2,5,335.9,980,335,980,7.496,0
2,6,248,934,248,934,0,0
2,7,317.7,833.7,315,840,22.488,-52.472
2,8,357,828.5,366,833,-74.96,-37.48
2,9,323.8,874.69,322,863,14.992,97.448
2,10,311.3,918.3,305,912,52.472,52.472
2,11,236,928,236,928,0,0
2,12,297.7,890.7,295,888,22.488,22.488
2,13,381.41,828.5,394,833,-104.94,-37.48
2,14,345,851,345,851,0,0
2,15,344,853,344,853,0,0
2,16,293.7,1290.3,300,1284,-52.472,52.472
2,17,285.9,923.8,285,922,7.496,14.992
2,18,331.8,846,330,846,14.992,0
2,19,323.5,943.2,319,945,37.48,-14.992
2,20,362.2,814.1,364,815,-14.992,-7.496
2,21,351.7,869.2,349,871,22.488,-14.992
2,22,306.6,869.2,303,871,29.984,-14.992
2,23,293,850,293,850,0,0
2,24,370.11,829.9,380,829,-82.456,7.496
2,25,308.2,830.6,301,836,59.968,-44.976
2,26,370.1,942.9,371,942,-7.496,7.496
2,27,387,915,387,915,0,0
2,28,278,904.7,278,902,0,22.488
2,29,367,880.6,367,877,0,29.984
2,30,336.6,899.9,333,899,29.984,7.496
2,31,392.3,912,395,903,-22.488,74.96
2,32,333.9,821.2,333,823,7.496,-14.992
2,33,373,929,373,929,0,0
2,34,339.5,835.9,344,835,-37.48,7.496
2,35,418.9,876.1,418,877,7.496,-7.496
2,36,318.6,902.6,315,899,29.984,29.984
2,37,322,914.4,322,918,0,-29.984
2,38,368.9,971,368,971,7.496,0
2,39,377.3,808.8,380,807,-22.488,14.992
2,40,308.1,930.9,309,930,-7.496,7.496
2,41,396.7,933.8,394,932,22.488,14.992
2,42,398.41,898.2,411,900,-104.94,-14.992
2,43,407,831,407,831,0,0
2,44,391.1,860,392,860,-7.496,0
2,45,373.9,848,373,848,7.496,0
2,46,316,894,316,894,0,0
2,47,291,867,291,867,0,0
2,48,414.2,896.89,416,887,-14.992,82.456
2,49,263.9,933.3,263,936,7.496,-22.488
2,50,418.9,908.6,418,914,7.496,-44.976
2,51,286,916.5,286,912,0,37.48
2,52,407.8,833.1,406,834,14.992,-7.496
2,53,311.2,962.4,313,966,-14.992,-29.984
2,54,349,844,358,844,-74.96,0
2,55,390.9,848.1,390,849,7.496,-7.496
2,56,405,848.59,405,836,0,104.94
2,57,305.8,899.6,304,896,14.992,29.984
2,58,355,955,355,955,0,0
2,59,385,957.3,385,960,0,-22.488
2,60,412,836,412,836,0,0
2,61,407,854,407,854,0,0
2,62,406.9,919,406,919,7.496,0
2,63,313.2,852.1,306,853,59.968,-7.496
3,1,379.43,797.88,386.3,801.5,-57.228,-30.212
3,2,315.2,871.24,317,876.3,-15.039,-42.19
3,3,291.18,893.77,291.9,883.1,-5.9888,88.971
3,4,251.86,914,254.4,914,-21.162,0
3,5,336.99,980,335.9,980,9.0502,0
3,6,248,934,248,934,0,0
3,7,322.76,825.2,317.7,833.7,42.19,-70.871
3,8,354.27,822.17,357,828.5,-22.827,-52.77
3,9,325.7,887.08,323.8,874.69,15.874,103.18
3,10,320.7,925.9,311.3,918.3,78.39,63.351
3,11,236,927.1,236,928,0,-7.5195
3,12,300.05,893.05,297.7,890.7,19.631,19.631
3,13,368.07,823.74,381.41,828.5,-111.12,-39.685
3,14,348.61,841.98,345,851,30.078,-75.195
3,15,344,853,344,853,0,0
3,16,286.1,1298.8,293.7,1290.3,-63.351,70.871
3,17,286.99,928.68,285.9,923.8,9.0502,40.659
3,18,333.07,846,331.8,846,10.581,0
3,19,327.12,941.93,323.5,943.2,30.212,-10.581
3,20,359.13,811.21,362.2,814.1,-25.62,-24.089
3,21,354.56,867.3,351.7,869.2,23.811,-15.874
3,22,310.04,869.74,306.6,869.2,28.681,4.4581
3,23,295.71,850.9,293,850,22.558,7.5195
3,24,371.69,828.28,370.11,829.9,13.24,-13.508
3,25,315.08,823.18,308.2,830.6,57.363,-61.821
3,26,369.01,943.99,370.1,942.9,-9.0502,9.0502
3,27,393.32,909.59,387,915,52.636,-45.117
3,28,278,905.25,278,904.7,0,4.5921
3,29,368.8,884.04,367,880.6,15.039,28.681
3,30,340.94,900.99,336.6,899.9,36.201,9.0502
3,31,389.44,921.52,392.3,912,-23.811,79.369
3,32,336.79,818.13,333.9,821.2,24.089,-25.62
3,33,373,929,373,929,0,0
3,34,334.97,836.08,339.5,835.9,-37.731,1.5307
3,35,418.18,875.92,418.9,876.1,-5.9888,-1.5307
3,36,322.94,902.43,318.6,902.6,36.201,-1.3966
3,37,322.9,910.96,322,914.4,7.5195,-28.681
3,38,369.08,971.9,368.9,971,1.5307,7.5195
3,39,374.95,810.07,377.3,808.8,-19.631,10.581
3,40,307.92,933.79,308.1,930.9,-1.5307,24.089
3,41,397.25,934.17,396.7,933.8,4.5921,3.0614
3,42,395.84,896.03,398.41,898.2,-21.43,-18.1
3,43,407,831,407,831,0,0
3,44,389.11,859.1,391.1,860,-16.57,-7.5195
3,45,374.08,848.9,373.9,848,1.5307,7.5195
3,46,316,894,316,894,0,0
3,47,291,867,291,867,0,0
3,48,417.44,896.21,414.2,896.89,27.016,-5.7206
3,49,264.08,930.04,263.9,933.3,1.5307,-27.151
3,50,419.99,902.99,418.9,908.6,9.0502,-46.782
3,51,284.2,921.03,286,916.5,-15.039,37.731
3,52,409.7,832.15,407.8,833.1,15.874,-7.9369
3,53,309.03,958.96,311.2,962.4,-18.1,-28.681
3,54,348.97,838.59,349,844,-0.26813,-45.117
3,55,388.38,842.5,390.9,848.1,-21.028,-46.648
3,56,405,861.93,405,848.59,0,111.12
3,57,307.07,904.84,305.8,899.6,10.581,43.72
3,58,355,955,355,955,0,0
3,59,386.8,953.14,385,957.3,15.039,-34.67
3,60,407.49,830.59,412,836,-37.597,-45.117
3,61,404.29,848.59,407,854,-22.558,-45.117
3,62,407.99,919,406.9,919,9.0502,0
3,63,319.18,850.11,313.2,852.1,49.843,-16.57
3,64,358.71,864.29,NaN,NaN,NaN,NaN
3,65,331.71,857.29,NaN,NaN,NaN,NaN
3,66,277,900,NaN,NaN,NaN,NaN
3,67,382.17,821.39,NaN,NaN,NaN,NaN
3,68,376.9,922.39,NaN,NaN,NaN,NaN
3,69,411.29,873.49,NaN,NaN,NaN,NaN
3,70,413,880,NaN,NaN,NaN,NaN
3,71,361.1,953.9,NaN,NaN,NaN,NaN
3,72,358,954,NaN,NaN,NaN,NaN
4,1,371.14,795.83,379.43,797.88,-69.139,-17.037
4,2,313.31,866.08,315.2,871.24,-15.687,-42.981
4,3,289.14,902.25,291.18,893.77,-17.032,70.65
4,4,250.84,914,251.86,914,-8.5196,0
4,5,338.01,980,336.99,980,8.5173,0
4,6,248,934.9,248,934,0,7.5122
4,7,327.99,816.96,322.76,825.2,43.589,-68.64
4,8,352.88,814.17,354.27,822.17,-11.517,-66.63
4,9,327.06,899.95,325.7,887.08,11.301,107.26
4,10,331.83,928.55,320.7,925.9,92.683,22.06
4,11,236,926.92,236,927.1,0,-1.5065
4,12,299.33,894.14,300.05,893.05,-6.0035,9.021
4,13,351.37,828.01,368.07,823.74,-139.2,35.602
4,14,350.23,835.66,348.61,841.98,13.538,-52.626
4,15,344,853,344,853,0,0
4,16,278.95,1306.1,286.1,1298.8,-59.621,61.128
4,17,286.2,932.17,286.99,928.68,-6.5071,29.066
4,18,335.83,844.2,333.07,846,23.04,-15.024
4,19,332.77,941.87,327.12,941.93,47.086,-0.50367
4,20,353.3,803.52,359.13,811.21,-48.59,-64.116
4,21,357.41,865.39,354.56,867.3,23.811,-15.874
4,22,314.85,870.04,310.04,869.74,40.075,2.5093
4,23,298.95,851.98,295.71,850.9,27.056,9.0187
4,24,375.78,826.96,371.69,828.28,34.078,-11.027
4,25,319.29,818.67,315.08,823.18,35.077,-37.586
4,26,369.8,945.01,369.01,943.99,6.5071,8.5173
4,27,397.29,903.99,393.32,909.59,33.082,-46.6
4,28,277.1,902.36,278,905.25,-7.5122,-24.041
4,29,371.87,886.14,368.8,884.04,25.55,17.538
4,30,344.13,901.11,340.94,900.99,26.557,1.0051
4,31,386.59,931.04,389.44,921.52,-23.811,79.369
4,32,339.08,815.9,336.79,818.13,19.043,-18.541
4,33,373,929,373,929,0,0
4,34,330.05,835.12,334.97,836.08,-41.08,-8.0136
4,35,417.04,875.08,418.18,875.92,-9.5201,-7.0108
4,36,327.31,902.09,322.94,902.43,36.393,-2.8246
4,37,325.79,907.05,322.9,910.96,24.043,-32.563
4,38,369.02,972.08,369.08,971.9,-0.50142,1.5065
4,39,372.06,810.13,374.95,810.07,-24.045,0.50367
4,40,308.88,936.08,307.92,933.79,8.0136,19.043
4,41,397.07,934.05,397.25,934.17,-1.5042,-1.0028
4,42,396.68,891.28,395.84,896.03,7.0198,-39.571
4,43,406.1,828.3,407,831,-7.5122,-22.537
4,44,385.2,857.11,389.11,859.1,-32.56,-16.531
4,45,374.02,849.08,374.08,848.9,-0.50142,1.5065
4,46,315.1,894,316,894,-7.5122,0
4,47,291,867,291,867,0,0
4,48,420.09,890.5,417.44,896.21,22.053,-47.596
4,49,264.02,926.98,264.08,930.04,-0.50142,-25.552
4,50,421.91,898.84,419.99,902.99,16.03,-34.573
4,51,281.13,923.25,284.2,921.03,-25.55,18.543
4,52,411.61,831.2,409.7,832.15,15.874,-7.9369
4,53,303.38,955.05,309.03,958.96,-47.084,-32.563
4,54,349.94,833.9,348.97,838.59,8.0272,-39.088
4,55,387.77,839.68,388.38,842.5,-5.0209,-23.562
4,56,405,875.26,405,861.93,0,111.12
4,57,308.93,910.02,307.07,904.84,15.528,43.088
4,58,355,955,355,955,0,0
4,59,387.17,946.29,386.8,953.14,3.013,-57.107
4,60,402.78,824.94,407.49,830.59,-39.217,-47.061
4,61,402.85,842.99,404.29,848.59,-12.032,-46.6
4,62,408.11,919,407.99,919,1.0051,0
4,63,322.3,847.11,319.18,850.11,26.058,-25.048
4,64,361.05,859.24,358.71,864.29,19.544,-42.081
4,65,336.76,854.05,331.71,857.29,42.081,-27.056
4,66,277,900,277,900,0,0
4,67,370.88,817.63,382.17,821.39,-94.121,-31.374
4,68,377.08,918.96,376.9,922.39,1.5065,-28.563
4,69,409.85,868.08,411.29,873.49,-12.032,-45.094
4,70,413,880,413,880,0,0
4,71,362.72,954.08,361.1,953.9,13.518,1.5065
4,72,358,954,358,954,0,0
4,73,381.51,818.11,NaN,NaN,NaN,NaN
4,74,395,813.49,NaN,NaN,NaN,NaN
4,75,383.1,798.1,NaN,NaN,NaN,NaN
4,76,317,873,NaN,NaN,NaN,NaN
4,77,425.1,1352,NaN,NaN,NaN,NaN
5,1,366.58,794.89,371.14,795.83,-37.938,-7.8768
5,2,311.43,860.92,313.31,866.08,-15.687,-42.981
5,3,285.2,910.06,289.14,902.25,-32.802,65.096
5,4,252.69,913.1,250.84,914,15.44,-7.5125
5,5,338.1,980,338.01,980,0.77919,0
5,6,248.9,934.18,248,934.9,7.5125,-5.9994
5,7,330.32,809.88,327.99,816.96,19.381,-59.051
5,8,347.45,806.01,352.88,814.17,-45.296,-68.031
5,9,328.39,912.84,327.06,899.95,11.098,107.44
5,10,340.3,930.1,331.83,928.55,70.599,12.914
5,11,235.1,926.98,236,926.92,-7.5125,0.50376
5,12,298.48,895.16,299.33,894.14,-7.1343,8.5576
5,13,334.51,832.69,351.37,828.01,-140.45,38.947
5,14,351.76,829.48,350.23,835.66,12.746,-51.48
5,15,272.88,1311.2,278.95,1306.1,-50.529,42.513
5,16,285.94,933.25,286.2,932.17,-2.2469,9.0727
5,17,338.97,839.33,335.83,844.2,26.113,-40.589
5,18,337.15,943.79,332.77,941.87,36.466,15.989
5,19,348.84,795.96,353.3,803.52,-37.157,-62.951
5,20,361.83,857.64,357.41,865.39,36.804,-64.603
5,21,316.37,866.43,314.85,870.04,12.646,-30.093
5,22,302.02,852.11,298.95,851.98,25.565,1.0093
5,23,378.19,827.77,375.78,826.96,20.08,6.7768
5,24,322.14,814.03,319.29,818.67,23.726,-38.708
5,25,370.06,945.1,369.8,945.01,2.2469,0.77919
5,26,399.21,898.04,397.29,903.99,16.038,-49.618
5,27,276.02,899.03,277.1,902.36,-9.0256,-27.767
5,28,375.9,887.12,371.87,886.14,33.582,8.1069
5,29,348.83,901.02,344.13,901.11,39.166,-0.73387
5,30,383.73,940.57,386.59,931.04,-23.811,79.369
5,31,340.13,814.87,339.08,815.9,8.7972,-8.5671
5,32,326.81,834.01,330.05,835.12,-26.937,-9.2557
5,33,417.79,875.82,417.04,875.08,6.2731,6.2295
5,34,330.17,901.07,327.31,902.09,23.799,-8.4783
5,35,328.76,903.12,325.79,907.05,24.763,-32.741
5,36,369,971.12,369.02,972.08,-0.23012,-8.0162
5,37,369.01,809.11,372.06,810.13,-25.379,-8.4765
5,38,310.89,938.03,308.88,936.08,16.768,16.31
5,39,396.08,933.09,397.07,934.05,-8.2028,-7.9727
5,40,397.97,886.94,396.68,891.28,10.734,-36.148
5,41,406.82,825.05,406.1,828.3,5.9994,-27.077
5,42,383.73,856.81,385.2,857.11,-12.327,-2.5224
5,43,374.9,849.02,374.02,849.08,7.2824,-0.50376
5,44,315.82,893.1,315.1,894,5.9994,-7.5125
5,45,419.36,884.06,420.09,890.5,-6.0411,-53.66
5,46,263.09,925.8,264.02,926.98,-7.7426,-9.8501
5,47,424.89,893.17,421.91,898.84,24.83,-47.228
5,48,279.8,925.04,281.13,923.25,-11.044,14.885
5,49,413.51,830.24,411.61,831.2,15.874,-7.9369
5,50,297.96,953.72,303.38,955.05,-45.173,-11.133
5,51,350.09,826.32,349.94,833.9,1.2937,-63.13
5,52,387.93,837.9,387.77,839.68,1.2812,-14.798
5,53,405,888.6,405,875.26,0,111.12
5,54,310.08,915.02,308.93,910.02,9.5746,41.689
5,55,355,955,355,955,0,0
5,56,387.05,942.64,387.17,946.29,-1.0075,-30.424
5,57,404.32,819.03,402.78,824.94,12.798,-49.25
5,58,400.14,836.14,402.85,842.99,-22.539,-57.13
5,59,410.72,917.2,408.11,919,21.804,-15.025
5,60,323.23,843.1,322.3,847.11,7.692,-33.352
5,61,363.04,852.21,361.05,859.24,16.54,-58.641
5,62,339.29,849.18,336.76,854.05,21.079,-40.59
5,63,277,903.61,277,900,0,30.05
5,64,351.85,818.49,370.88,817.63,-158.6,7.2333
5,65,381.53,914.15,377.08,918.96,37.059,-40.087
5,66,408.95,862.96,409.85,868.08,-7.5143,-42.609
5,67,413,880,413,880,0,0
5,68,364.95,954.02,362.72,954.08,18.555,-0.50376
5,69,358,954,358,954,0,0
5,70,383.32,813.44,381.51,818.11,15.078,-38.97
5,71,395.9,808.08,395,813.49,7.5125,-45.128
5,72,381.11,797.92,383.1,798.1,-16.538,-1.5131
5,73,317,871.2,317,873,0,-15.025
5,74,425.82,1352,425.1,1352,5.9994,0
5,75,287.39,905.11,NaN,NaN,NaN,NaN
5,76,306,895.1,NaN,NaN,NaN,NaN
5,77,335.61,864.39,NaN,NaN,NaN,NaN
